block_id,temp_max_etc,temp_max_baseline,temp_diff
0,77.0,77.0,0.0
1,77.0,77.0,0.0
4,77.0,77.0,0.0
17,77.0,77.0,0.0
2,77.0,77.0,0.0
5,77.0,77.0,0.0
6,77.0,77.0,0.0
7,77.0,77.0,0.0
21,77.0,77.0,0.0
22,77.0,77.0,0.0
23,77.0,77.0,0.0
24,77.0,77.0,0.0
25,77.0,77.0,0.0
26,77.0,77.0,0.0
27,77.0,77.0,0.0
20,77.0,77.0,0.0
19,70.20000000000005,70.26000000000005,-0.060000000000002274
18,70.20000000000005,70.26000000000005,-0.060000000000002274
3,77.0,77.0,0.0
8,77.0,77.0,0.0
10,77.0,77.0,0.0
11,77.0,77.0,0.0
9,77.0,77.0,0.0
12,77.05000000000001,77.08000000000004,-0.03000000000002956
15,77.0,77.0,0.0
14,79.40000000000003,79.40000000000003,0.0
13,79.40000000000003,79.40000000000003,0.0
16,79.24000000000001,79.25,-0.009999999999990905
